ticket_id,trip_id,route_id,origin_stop_id,dest_stop_id,origin_stop_name,dest_stop_name,origin_sequence,dest_sequence,distance_km,fare_inr,passenger_count,total_amount_inr,payment_mode,concession_type,timestamp,synthetic_flag
TKT_20260829_10076_0053,10076,1324,22596,21777,Venkateshapura,Book Factory Thanisandra,12,25,5.483,15.0,2,30.0,cash,none,2026-08-29T19:26:17Z,True
TKT_20260829_10076_0054,10076,1324,22135,22326,Kadugondanahalli Police Station,Nagawara,13,18,1.937,5.0,1,5.0,cash,none,2026-08-29T19:28:51Z,True
TKT_20260829_10076_0055,10076,1324,22135,35837,Kadugondanahalli Police Station,Nagawara Junction,13,19,2.25,10.0,1,10.0,cash,none,2026-08-29T19:28:09Z,True
TKT_20260829_10076_0056,10076,1324,22135,22600,Kadugondanahalli Police Station,Vidyasagara,13,21,2.981,10.0,2,20.0,cash,none,2026-08-29T19:27:40Z,True
TKT_20260829_10076_0057,10076,1324,22135,21667,Kadugondanahalli Police Station,Ashwath Nagara,13,23,3.871,10.0,1,10.0,cash,none,2026-08-29T19:27:16Z,True
TKT_20260829_10076_0058,10076,1324,22135,21777,Kadugondanahalli Police Station,Book Factory Thanisandra,13,25,4.895,15.0,1,15.0,cash,none,2026-08-29T19:28:12Z,True
TKT_20260829_10076_0059,10076,1324,22135,22125,Kadugondanahalli Police Station,K Narayanapura Cross,13,26,5.633,15.0,1,15.0,upi,none,2026-08-29T19:27:01Z,True
TKT_20260829_10076_0060,10076,1324,22135,22088,Kadugondanahalli Police Station,Ittige Factory,13,35,9.963,18.0,1,18.0,cash,none,2026-08-29T19:28:11Z,True
TKT_20260829_10076_0061,10076,1324,22172,22326,Kadugondanahalli Railway Gate,Nagawara,14,18,1.323,5.0,1,5.0,cash,none,2026-08-29T19:31:18Z,True
TKT_20260829_10076_0062,10076,1324,22172,21667,Kadugondanahalli Railway Gate,Ashwath Nagara,14,23,3.257,0.0,1,0.0,pass_card,daily_pass,2026-08-29T19:30:00Z,True
TKT_20260829_10076_0063,10076,1324,22172,21667,Kadugondanahalli Railway Gate,Ashwath Nagara,14,23,3.257,10.0,1,10.0,cash,none,2026-08-29T19:30:23Z,True
TKT_20260829_10076_0064,10076,1324,22172,22182,Kadugondanahalli Railway Gate,Kogilu,14,37,10.761,20.0,1,20.0,upi,none,2026-08-29T19:30:11Z,True
TKT_20260829_10076_0065,10076,1324,21976,35837,Govindapura Cross,Nagawara Junction,16,19,0.867,5.0,1,5.0,upi,none,2026-08-29T19:33:40Z,True
TKT_20260829_10076_0066,10076,1324,21976,21777,Govindapura Cross,Book Factory Thanisandra,16,25,3.512,10.0,1,10.0,cash,none,2026-08-29T19:34:38Z,True
TKT_20260829_10076_0067,10076,1324,21976,22125,Govindapura Cross,K Narayanapura Cross,16,26,4.25,0.0,1,0.0,pass_card,daily_pass,2026-08-29T19:33:39Z,True
TKT_20260829_10076_0068,10076,1324,21976,22125,Govindapura Cross,K Narayanapura Cross,16,26,4.25,15.0,1,15.0,cash,none,2026-08-29T19:34:38Z,True
TKT_20260829_10076_0069,10076,1324,21976,22187,Govindapura Cross,Koli Farm,16,28,4.884,0.0,1,0.0,pass_card,daily_pass,2026-08-29T19:33:10Z,True
TKT_20260829_10076_0070,10076,1324,21966,35837,Glass Factory,Nagawara Junction,17,19,0.662,5.0,1,5.0,cash,none,2026-08-29T19:34:13Z,True
TKT_20260829_10076_0071,10076,1324,21966,21667,Glass Factory,Ashwath Nagara,17,23,2.283,10.0,1,10.0,cash,none,2026-08-29T19:34:00Z,True
TKT_20260829_10076_0072,10076,1324,21966,22556,Glass Factory,Thirumenahalli Cross (KNS College),17,31,6.313,18.0,1,18.0,cash,none,2026-08-29T19:34:28Z,True
TKT_20260829_10076_0073,10076,1324,22326,22366,Nagawara,Noor Nagara,18,29,5.005,15.0,1,15.0,cash,none,2026-08-29T19:36:22Z,True
TKT_20260829_10076_0074,10076,1324,22326,27778,Nagawara,Purvankara Northern Destiny Bellahalli,18,32,6.778,18.0,1,18.0,cash,none,2026-08-29T19:36:42Z,True
TKT_20260829_10076_0075,10076,1324,35837,22383,Nagawara Junction,Nagavara Junction Petrol Bunk,19,20,0.227,5.0,1,5.0,cash,none,2026-08-29T19:37:56Z,True
TKT_20260829_10076_0076,10076,1324,35837,22540,Nagawara Junction,Thanisandra,19,24,2.035,10.0,1,10.0,upi,none,2026-08-29T19:36:56Z,True
TKT_20260829_10076_0077,10076,1324,35837,22366,Nagawara Junction,Noor Nagara,19,29,4.692,15.0,1,15.0,cash,none,2026-08-29T19:38:31Z,True
TKT_20260829_10076_0078,10076,1324,35837,21847,Nagawara Junction,Chokkanahalli Gate,19,30,5.222,15.0,1,15.0,upi,none,2026-08-29T19:38:10Z,True
TKT_20260829_10076_0079,10076,1324,35837,38787,Nagawara Junction,M S Nagara (Thirumenahalli),19,33,6.624,0.0,1,0.0,pass_card,daily_pass,2026-08-29T19:38:31Z,True
TKT_20260829_10076_0080,10076,1324,22383,22429,Nagavara Junction Petrol Bunk,RK Hegde Nagara,20,27,3.528,10.0,1,10.0,cash,none,2026-08-29T19:39:41Z,True
TKT_20260829_10076_0081,10076,1324,22383,22366,Nagavara Junction Petrol Bunk,Noor Nagara,20,29,4.465,15.0,1,15.0,upi,none,2026-08-29T19:38:19Z,True
TKT_20260829_10076_0082,10076,1324,22383,21847,Nagavara Junction Petrol Bunk,Chokkanahalli Gate,20,30,4.995,15.0,1,15.0,cash,none,2026-08-29T19:38:18Z,True
TKT_20260829_10076_0083,10076,1324,22383,21847,Nagavara Junction Petrol Bunk,Chokkanahalli Gate,20,30,4.995,15.0,1,15.0,upi,none,2026-08-29T19:39:17Z,True
TKT_20260829_10076_0084,10076,1324,22383,22556,Nagavara Junction Petrol Bunk,Thirumenahalli Cross (KNS College),20,31,5.424,15.0,1,15.0,upi,none,2026-08-29T19:38:18Z,True
TKT_20260829_10076_0085,10076,1324,22383,22088,Nagavara Junction Petrol Bunk,Ittige Factory,20,35,7.486,18.0,1,18.0,cash,none,2026-08-29T19:39:35Z,True
TKT_20260829_10076_0086,10076,1324,22383,22182,Nagavara Junction Petrol Bunk,Kogilu,20,37,8.898,18.0,1,18.0,cash,none,2026-08-29T19:38:32Z,True
TKT_20260829_10076_0087,10076,1324,22600,21847,Vidyasagara,Chokkanahalli Gate,21,30,4.491,15.0,1,15.0,cash,none,2026-08-29T19:40:33Z,True
TKT_20260829_10076_0088,10076,1324,22461,22125,Sarayipalya,K Narayanapura Cross,22,26,2.416,10.0,1,10.0,cash,none,2026-08-29T19:42:46Z,True
TKT_20260829_10076_0089,10076,1324,22461,22556,Sarayipalya,Thirumenahalli Cross (KNS College),22,31,4.684,15.0,1,15.0,cash,none,2026-08-29T19:43:00Z,True
TKT_20260829_10076_0090,10076,1324,22461,22088,Sarayipalya,Ittige Factory,22,35,6.746,18.0,1,18.0,cash,none,2026-08-29T19:41:56Z,True
TKT_20260829_10076_0091,10076,1324,21667,22366,Ashwath Nagara,Noor Nagara,23,29,3.071,10.0,1,10.0,upi,none,2026-08-29T19:44:50Z,True
TKT_20260829_10076_0092,10076,1324,21667,22088,Ashwath Nagara,Ittige Factory,23,35,6.092,18.0,1,18.0,cash,none,2026-08-29T19:45:53Z,True
TKT_20260829_10076_0093,10076,1324,22540,22429,Thanisandra,RK Hegde Nagara,24,27,1.72,5.0,1,5.0,upi,none,2026-08-29T19:46:07Z,True
TKT_20260829_10076_0094,10076,1324,22540,21739,Thanisandra,Bellahalli Cross,24,34,5.042,15.0,1,15.0,cash,none,2026-08-29T19:47:41Z,True
TKT_20260829_10076_0095,10076,1324,22540,21739,Thanisandra,Bellahalli Cross,24,34,5.042,15.0,1,15.0,cash,none,2026-08-29T19:46:03Z,True
TKT_20260829_10076_0096,10076,1324,22540,22088,Thanisandra,Ittige Factory,24,35,5.678,15.0,1,15.0,upi,none,2026-08-29T19:46:55Z,True
TKT_20260829_10076_0097,10076,1324,22540,22645_PF3,Thanisandra,Yelahanka Santhe Circle - Platform 3,24,42,9.493,18.0,1,18.0,cash,none,2026-08-29T19:46:56Z,True
TKT_20260829_10076_0098,10076,1324,21777,22429,Book Factory Thanisandra,RK Hegde Nagara,25,27,1.11,5.0,1,5.0,cash,none,2026-08-29T19:49:49Z,True
TKT_20260829_10076_0099,10076,1324,21777,21847,Book Factory Thanisandra,Chokkanahalli Gate,25,30,2.577,10.0,1,10.0,upi,none,2026-08-29T19:50:19Z,True
TKT_20260829_10076_0100,10076,1324,21777,22556,Book Factory Thanisandra,Thirumenahalli Cross (KNS College),25,31,3.006,10.0,1,10.0,cash,none,2026-08-29T19:48:40Z,True
TKT_20260829_10076_0101,10076,1324,21777,21739,Book Factory Thanisandra,Bellahalli Cross,25,34,4.432,0.0,1,0.0,pass_card,daily_pass,2026-08-29T19:50:22Z,True
TKT_20260829_10076_0102,10076,1324,21777,22267,Book Factory Thanisandra,Maruthi Nagara,25,39,7.562,18.0,1,18.0,cash,none,2026-08-29T19:49:27Z,True
TKT_20260829_10076_0103,10076,1324,22125,21847,K Narayanapura Cross,Chokkanahalli Gate,26,30,1.839,5.0,1,5.0,upi,none,2026-08-29T19:53:34Z,True
TKT_20260829_10076_0104,10076,1324,22125,38787,K Narayanapura Cross,M S Nagara (Thirumenahalli),26,33,3.241,10.0,1,10.0,cash,none,2026-08-29T19:52:03Z,True
TKT_20260829_10076_0105,10076,1324,22125,21739,K Narayanapura Cross,Bellahalli Cross,26,34,3.694,10.0,1,10.0,cash,none,2026-08-29T19:52:04Z,True
TKT_20260829_10076_0106,10076,1324,22125,22182,K Narayanapura Cross,Kogilu,26,37,5.742,0.0,1,0.0,pass_card,daily_pass,2026-08-29T19:52:08Z,True
TKT_20260829_10076_0107,10076,1324,22125,22458,K Narayanapura Cross,Sapthagiri Layout,26,38,6.368,18.0,1,18.0,cash,none,2026-08-29T19:53:34Z,True
TKT_20260829_10076_0108,10076,1324,22366,22182,Noor Nagara,Kogilu,29,37,4.433,15.0,1,15.0,cash,none,2026-08-29T19:59:36Z,True
TKT_20260829_10076_0109,10076,1324,22366,22458,Noor Nagara,Sapthagiri Layout,29,38,5.059,15.0,1,15.0,cash,none,2026-08-29T19:58:21Z,True
TKT_20260829_10076_0110,10076,1324,22366,22267,Noor Nagara,Maruthi Nagara,29,39,5.515,15.0,1,15.0,cash,none,2026-08-29T19:58:04Z,True
TKT_20260829_10076_0111,10076,1324,21847,22645_PF3,Chokkanahalli Gate,Yelahanka Santhe Circle - Platform 3,30,42,6.306,18.0,1,18.0,upi,none,2026-08-29T20:01:04Z,True
TKT_20260829_10076_0112,10076,1324,22556,22645_PF3,Thirumenahalli Cross (KNS College),Yelahanka Santhe Circle - Platform 3,31,41,5.877,15.0,1,15.0,cash,none,2026-08-29T20:02:13Z,True
TKT_20260829_10076_0113,10076,1324,27778,22182,Purvankara Northern Destiny Bellahalli,Kogilu,32,37,2.66,10.0,1,10.0,cash,none,2026-08-29T20:06:17Z,True
TKT_20260829_10076_0114,10076,1324,27778,22185,Purvankara Northern Destiny Bellahalli,Kogilu Cross,32,40,4.318,15.0,1,15.0,cash,none,2026-08-29T20:06:04Z,True
TKT_20260829_10076_0115,10076,1324,38787,22458,M S Nagara (Thirumenahalli),Sapthagiri Layout,33,38,3.127,0.0,1,0.0,pass_card,daily_pass,2026-08-29T20:07:22Z,True
TKT_20260829_10076_0116,10076,1324,38787,22458,M S Nagara (Thirumenahalli),Sapthagiri Layout,33,38,3.127,10.0,1,10.0,cash,none,2026-08-29T20:06:45Z,True
TKT_20260829_10076_0117,10076,1324,38787,22645_PF3,M S Nagara (Thirumenahalli),Yelahanka Santhe Circle - Platform 3,33,42,4.904,15.0,1,15.0,cash,none,2026-08-29T20:07:02Z,True
TKT_20260829_10076_0118,10076,1324,21739,22267,Bellahalli Cross,Maruthi Nagara,34,39,3.13,0.0,1,0.0,pass_card,daily_pass,2026-08-29T20:09:54Z,True
TKT_20260829_10076_0119,10076,1324,21739,22645_PF3,Bellahalli Cross,Yelahanka Santhe Circle - Platform 3,34,42,4.451,15.0,1,15.0,cash,none,2026-08-29T20:09:57Z,True
TKT_20260829_10076_0120,10076,1324,21739,22645_PF3,Bellahalli Cross,Yelahanka Santhe Circle - Platform 3,34,42,4.451,15.0,1,15.0,upi,none,2026-08-29T20:10:04Z,True
TKT_20260829_10076_0121,10076,1324,22088,22182,Ittige Factory,Kogilu,35,37,1.412,5.0,1,5.0,upi,none,2026-08-29T20:12:08Z,True
TKT_20260829_10076_0122,10076,1324,22088,22185,Ittige Factory,Kogilu Cross,35,40,3.07,0.0,1,0.0,pass_card,daily_pass,2026-08-29T20:11:27Z,True
TKT_20260829_10076_0123,10076,1324,22088,22645_PF3,Ittige Factory,Yelahanka Santhe Circle - Platform 3,35,41,3.815,10.0,1,10.0,cash,none,2026-08-29T20:12:02Z,True
TKT_20260829_10076_0124,10076,1324,22182,22267,Kogilu,Maruthi Nagara,37,39,1.082,5.0,1,5.0,upi,none,2026-08-29T20:17:38Z,True
TKT_20260829_10076_0125,10076,1324,22182,22185,Kogilu,Kogilu Cross,37,40,1.658,0.0,1,0.0,pass_card,daily_pass,2026-08-29T20:17:51Z,True
TKT_20260829_10076_0126,10076,1324,22182,22645_PF3,Kogilu,Yelahanka Santhe Circle - Platform 3,37,41,2.403,10.0,2,20.0,cash,none,2026-08-29T20:18:21Z,True
TKT_20260829_10076_0127,10076,1324,22458,22645_PF3,Sapthagiri Layout,Yelahanka Santhe Circle - Platform 3,38,41,1.777,5.0,1,5.0,cash,none,2026-08-29T20:21:58Z,True
TKT_20260829_10076_0128,10076,1324,22458,22645_PF3,Sapthagiri Layout,Yelahanka Santhe Circle - Platform 3,38,42,1.777,5.0,1,5.0,upi,none,2026-08-29T20:20:46Z,True
TKT_20260829_10076_0129,10076,1324,22267,22645_PF3,Maruthi Nagara,Yelahanka Santhe Circle - Platform 3,39,42,1.321,5.0,1,5.0,upi,none,2026-08-29T20:23:15Z,True
TKT_20260829_10076_0130,10076,1324,22267,22645_PF3,Maruthi Nagara,Yelahanka Santhe Circle - Platform 3,39,42,1.321,5.0,1,5.0,cash,none,2026-08-29T20:22:19Z,True
TKT_20260829_10076_0131,10076,1324,22185,22645_PF3,Kogilu Cross,Yelahanka Santhe Circle - Platform 3,40,42,0.745,5.0,1,5.0,cash,none,2026-08-29T20:25:41Z,True
TKT_20260829_10076_0132,10076,1324,22185,22645_PF3,Kogilu Cross,Yelahanka Santhe Circle - Platform 3,40,42,0.745,5.0,1,5.0,cash,none,2026-08-29T20:25:28Z,True
TKT_20260829_10077_0001,10077,1324,21172,21859,Shivajinagara Bus Station,Coles Park,1,6,3.186,10.0,1,10.0,cash,none,2026-08-29T19:10:10Z,True
TKT_20260829_10077_0002,10077,1324,21172,21777,Shivajinagara Bus Station,Book Factory Thanisandra,1,25,11.208,20.0,1,20.0,cash,none,2026-08-29T19:09:16Z,True
TKT_20260829_10077_0003,10077,1324,22068,22585,Indian Express,Vasantha Nagara,2,4,1.082,5.0,1,5.0,cash,none,2026-08-29T19:13:44Z,True
TKT_20260829_10077_0004,10077,1324,22068,22378,Indian Express,Periyar Nagara Circle,2,9,4.179,15.0,1,15.0,upi,none,2026-08-29T19:12:44Z,True
TKT_20260829_10077_0005,10077,1324,22068,22401,Indian Express,Postal and Telecom Colony,2,11,4.776,15.0,1,15.0,cash,none,2026-08-29T19:12:42Z,True
TKT_20260829_10077_0006,10077,1324,22068,22135,Indian Express,Kadugondanahalli Police Station,2,13,5.675,15.0,1,15.0,upi,none,2026-08-29T19:12:36Z,True
TKT_20260829_10077_0007,10077,1324,22068,22326,Indian Express,Nagawara,2,18,7.612,18.0,1,18.0,upi,none,2026-08-29T19:12:10Z,True
TKT_20260829_10077_0008,10077,1324,22068,22540,Indian Express,Thanisandra,2,24,9.96,18.0,1,18.0,cash,none,2026-08-29T19:12:59Z,True
TKT_20260829_10077_0009,10077,1324,21869,35837,Cunningham Road,Nagawara Junction,3,19,7.395,18.0,1,18.0,cash,none,2026-08-29T19:15:52Z,True
TKT_20260829_10077_0010,10077,1324,21869,22267,Cunningham Road,Maruthi Nagara,3,39,17.602,23.0,1,23.0,cash,none,2026-08-29T19:15:01Z,True
TKT_20260829_10077_0011,10077,1324,22585,21912,Vasantha Nagara,Doddy,4,7,2.434,10.0,1,10.0,cash,none,2026-08-29T19:17:44Z,True
TKT_20260829_10077_0012,10077,1324,22585,22401,Vasantha Nagara,Postal and Telecom Colony,4,11,3.694,10.0,1,10.0,cash,none,2026-08-29T19:17:06Z,True
TKT_20260829_10077_0013,10077,1324,22585,21966,Vasantha Nagara,Glass Factory,4,17,6.181,18.0,1,18.0,cash,none,2026-08-29T19:16:52Z,True
TKT_20260829_10077_0014,10077,1324,22585,21966,Vasantha Nagara,Glass Factory,4,17,6.181,18.0,1,18.0,cash,none,2026-08-29T19:18:34Z,True
TKT_20260829_10077_0015,10077,1324,22585,22600,Vasantha Nagara,Vidyasagara,4,21,7.574,18.0,1,18.0,cash,none,2026-08-29T19:16:51Z,True
TKT_20260829_10077_0016,10077,1324,22585,21777,Vasantha Nagara,Book Factory Thanisandra,4,25,9.488,18.0,1,18.0,cash,none,2026-08-29T19:18:12Z,True
TKT_20260829_10077_0017,10077,1324,21704,22318,Bamboo Bazar,Muslim Colony,5,10,2.483,0.0,1,0.0,pass_card,daily_pass,2026-08-29T19:21:21Z,True
TKT_20260829_10077_0018,10077,1324,21704,21656,Bamboo Bazar,Arebic College,5,15,4.785,15.0,1,15.0,upi,none,2026-08-29T19:21:04Z,True
TKT_20260829_10077_0019,10077,1324,21704,35837,Bamboo Bazar,Nagawara Junction,5,19,5.929,15.0,1,15.0,cash,none,2026-08-29T19:20:56Z,True
TKT_20260829_10077_0020,10077,1324,21704,38787,Bamboo Bazar,M S Nagara (Thirumenahalli),5,33,12.553,20.0,1,20.0,upi,none,2026-08-29T19:21:06Z,True
TKT_20260829_10077_0021,10077,1324,21859,21976,Coles Park,Govindapura Cross,6,16,4.51,15.0,1,15.0,cash,none,2026-08-29T19:23:33Z,True
TKT_20260829_10077_0022,10077,1324,21859,22540,Coles Park,Thanisandra,6,24,7.412,18.0,1,18.0,cash,none,2026-08-29T19:25:03Z,True
TKT_20260829_10077_0023,10077,1324,21859,22556,Coles Park,Thirumenahalli Cross (KNS College),6,31,11.028,20.0,1,20.0,cash,none,2026-08-29T19:23:11Z,True
TKT_20260829_10077_0024,10077,1324,21912,21656,Doddy,Arebic College,7,15,3.265,10.0,1,10.0,cash,none,2026-08-29T19:28:31Z,True
TKT_20260829_10077_0025,10077,1324,21912,22540,Doddy,Thanisandra,7,24,6.444,18.0,1,18.0,cash,none,2026-08-29T19:29:17Z,True
TKT_20260829_10077_0026,10077,1324,21912,21777,Doddy,Book Factory Thanisandra,7,25,7.054,18.0,1,18.0,cash,none,2026-08-29T19:28:48Z,True
TKT_20260829_10077_0027,10077,1324,21912,22187,Doddy,Koli Farm,7,28,8.426,18.0,1,18.0,cash,none,2026-08-29T19:27:53Z,True
TKT_20260829_10077_0028,10077,1324,21801,22135,Canara Bank Tannery Road,Kadugondanahalli Police Station,8,13,1.763,5.0,1,5.0,cash,none,2026-08-29T19:31:04Z,True
TKT_20260829_10077_0029,10077,1324,21801,35837,Canara Bank Tannery Road,Nagawara Junction,8,19,4.013,15.0,1,15.0,cash,none,2026-08-29T19:29:12Z,True
TKT_20260829_10077_0030,10077,1324,21801,22366,Canara Bank Tannery Road,Noor Nagara,8,29,8.705,0.0,1,0.0,pass_card,daily_pass,2026-08-29T19:30:42Z,True
TKT_20260829_10077_0031,10077,1324,22378,21656,Periyar Nagara Circle,Arebic College,9,15,2.602,10.0,1,10.0,cash,none,2026-08-29T19:31:27Z,True
TKT_20260829_10077_0032,10077,1324,22378,21667,Periyar Nagara Circle,Ashwath Nagara,9,23,5.367,15.0,1,15.0,cash,none,2026-08-29T19:31:41Z,True
TKT_20260829_10077_0033,10077,1324,22378,22540,Periyar Nagara Circle,Thanisandra,9,24,5.781,15.0,1,15.0,upi,none,2026-08-29T19:31:37Z,True
TKT_20260829_10077_0034,10077,1324,22378,21777,Periyar Nagara Circle,Book Factory Thanisandra,9,25,6.391,18.0,1,18.0,cash,none,2026-08-29T19:30:39Z,True
TKT_20260829_10077_0035,10077,1324,22318,22172,Muslim Colony,Kadugondanahalli Railway Gate,10,14,1.81,0.0,1,0.0,pass_card,daily_pass,2026-08-29T19:32:46Z,True
TKT_20260829_10077_0036,10077,1324,22318,21777,Muslim Colony,Book Factory Thanisandra,10,25,6.091,18.0,1,18.0,cash,none,2026-08-29T19:33:08Z,True
TKT_20260829_10077_0037,10077,1324,22318,21777,Muslim Colony,Book Factory Thanisandra,10,25,6.091,18.0,1,18.0,cash,none,2026-08-29T19:32:35Z,True
TKT_20260829_10077_0038,10077,1324,22318,22125,Muslim Colony,K Narayanapura Cross,10,26,6.829,18.0,1,18.0,cash,none,2026-08-29T19:33:33Z,True
TKT_20260829_10077_0039,10077,1324,22318,22125,Muslim Colony,K Narayanapura Cross,10,26,6.829,18.0,1,18.0,cash,none,2026-08-29T19:32:37Z,True
TKT_20260829_10077_0040,10077,1324,22401,22326,Postal and Telecom Colony,Nagawara,11,18,2.836,10.0,1,10.0,cash,none,2026-08-29T19:34:44Z,True
TKT_20260829_10077_0041,10077,1324,22401,22383,Postal and Telecom Colony,Nagavara Junction Petrol Bunk,11,20,3.376,10.0,1,10.0,cash,none,2026-08-29T19:33:45Z,True
TKT_20260829_10077_0042,10077,1324,22401,22383,Postal and Telecom Colony,Nagavara Junction Petrol Bunk,11,20,3.376,10.0,1,10.0,cash,none,2026-08-29T19:34:49Z,True
TKT_20260829_10077_0043,10077,1324,22401,21667,Postal and Telecom Colony,Ashwath Nagara,11,23,4.77,15.0,1,15.0,cash,none,2026-08-29T19:34:14Z,True
TKT_20260829_10077_0044,10077,1324,22401,22540,Postal and Telecom Colony,Thanisandra,11,24,5.184,15.0,1,15.0,cash,none,2026-08-29T19:34:07Z,True
TKT_20260829_10077_0045,10077,1324,22401,22366,Postal and Telecom Colony,Noor Nagara,11,29,7.841,18.0,1,18.0,cash,none,2026-08-29T19:34:02Z,True
TKT_20260829_10077_0046,10077,1324,22401,22556,Postal and Telecom Colony,Thirumenahalli Cross (KNS College),11,31,8.8,18.0,1,18.0,upi,none,2026-08-29T19:34:16Z,True
TKT_20260829_10077_0047,10077,1324,22596,22172,Venkateshapura,Kadugondanahalli Railway Gate,12,14,1.202,5.0,1,5.0,cash,none,2026-08-29T19:34:46Z,True
TKT_20260829_10077_0048,10077,1324,22596,35837,Venkateshapura,Nagawara Junction,12,19,2.838,10.0,1,10.0,cash,none,2026-08-29T19:34:57Z,True
TKT_20260829_10077_0049,10077,1324,22596,22461,Venkateshapura,Sarayipalya,12,22,3.805,10.0,1,10.0,upi,none,2026-08-29T19:35:57Z,True
TKT_20260829_10077_0050,10077,1324,22596,22461,Venkateshapura,Sarayipalya,12,22,3.805,10.0,1,10.0,cash,none,2026-08-29T19:34:52Z,True
TKT_20260829_10077_0051,10077,1324,22135,22461,Kadugondanahalli Police Station,Sarayipalya,13,22,3.217,10.0,1,10.0,cash,none,2026-08-29T19:38:23Z,True
TKT_20260829_10077_0052,10077,1324,22135,21777,Kadugondanahalli Police Station,Book Factory Thanisandra,13,25,4.895,15.0,1,15.0,cash,none,2026-08-29T19:37:19Z,True
TKT_20260829_10077_0053,10077,1324,22135,22187,Kadugondanahalli Police Station,Koli Farm,13,28,6.267,18.0,1,18.0,cash,none,2026-08-29T19:38:01Z,True
TKT_20260829_10077_0054,10077,1324,22135,22366,Kadugondanahalli Police Station,Noor Nagara,13,29,6.942,18.0,1,18.0,upi,none,2026-08-29T19:37:32Z,True
TKT_20260829_10077_0055,10077,1324,22172,21667,Kadugondanahalli Railway Gate,Ashwath Nagara,14,23,3.257,0.0,1,0.0,pass_card,daily_pass,2026-08-29T19:40:12Z,True
TKT_20260829_10077_0056,10077,1324,22172,22125,Kadugondanahalli Railway Gate,K Narayanapura Cross,14,26,5.019,15.0,1,15.0,upi,none,2026-08-29T19:40:24Z,True
TKT_20260829_10077_0057,10077,1324,22172,22366,Kadugondanahalli Railway Gate,Noor Nagara,14,29,6.328,18.0,1,18.0,upi,none,2026-08-29T19:40:55Z,True
TKT_20260829_10077_0058,10077,1324,22172,22514,Kadugondanahalli Railway Gate,Srinivasapura Kogilu,14,36,9.967,18.0,1,18.0,cash,none,2026-08-29T19:40:32Z,True
TKT_20260829_10077_0059,10077,1324,21656,22461,Arebic College,Sarayipalya,15,22,2.111,10.0,1,10.0,cash,none,2026-08-29T19:43:50Z,True
TKT_20260829_10077_0060,10077,1324,21656,22540,Arebic College,Thanisandra,15,24,3.179,10.0,1,10.0,upi,none,2026-08-29T19:43:30Z,True
TKT_20260829_10077_0061,10077,1324,21656,22187,Arebic College,Koli Farm,15,28,5.161,15.0,1,15.0,upi,none,2026-08-29T19:43:02Z,True
TKT_20260829_10077_0062,10077,1324,21976,22429,Govindapura Cross,RK Hegde Nagara,16,27,4.622,15.0,1,15.0,upi,none,2026-08-29T19:44:02Z,True
TKT_20260829_10077_0063,10077,1324,21976,22187,Govindapura Cross,Koli Farm,16,28,4.884,15.0,1,15.0,cash,none,2026-08-29T19:43:35Z,True
TKT_20260829_10077_0064,10077,1324,21976,21847,Govindapura Cross,Chokkanahalli Gate,16,30,6.089,18.0,1,18.0,cash,none,2026-08-29T19:43:33Z,True
TKT_20260829_10077_0065,10077,1324,21976,22514,Govindapura Cross,Srinivasapura Kogilu,16,36,9.198,18.0,1,18.0,cash,none,2026-08-29T19:44:12Z,True
TKT_20260829_10077_0066,10077,1324,21966,22600,Glass Factory,Vidyasagara,17,21,1.393,5.0,1,5.0,cash,none,2026-08-29T19:44:48Z,True
TKT_20260829_10077_0067,10077,1324,21966,22540,Glass Factory,Thanisandra,17,24,2.697,10.0,1,10.0,cash,none,2026-08-29T19:44:10Z,True
TKT_20260829_10077_0068,10077,1324,21966,22429,Glass Factory,RK Hegde Nagara,17,27,4.417,15.0,1,15.0,cash,none,2026-08-29T19:44:52Z,True
TKT_20260829_10077_0069,10077,1324,21966,21847,Glass Factory,Chokkanahalli Gate,17,30,5.884,15.0,1,15.0,cash,none,2026-08-29T19:44:38Z,True
TKT_20260829_10077_0070,10077,1324,22326,22366,Nagawara,Noor Nagara,18,29,5.005,15.0,1,15.0,cash,none,2026-08-29T19:46:34Z,True
TKT_20260829_10077_0071,10077,1324,22326,22556,Nagawara,Thirumenahalli Cross (KNS College),18,31,5.964,15.0,1,15.0,cash,none,2026-08-29T19:46:41Z,True
TKT_20260829_10077_0072,10077,1324,22326,22182,Nagawara,Kogilu,18,37,9.438,18.0,1,18.0,upi,none,2026-08-29T19:46:26Z,True
TKT_20260829_10077_0073,10077,1324,35837,22600,Nagawara Junction,Vidyasagara,19,21,0.731,5.0,1,5.0,cash,none,2026-08-29T19:47:56Z,True
TKT_20260829_10077_0074,10077,1324,35837,21667,Nagawara Junction,Ashwath Nagara,19,23,1.621,5.0,1,5.0,upi,none,2026-08-29T19:48:30Z,True
TKT_20260829_10077_0075,10077,1324,35837,22187,Nagawara Junction,Koli Farm,19,28,4.017,0.0,1,0.0,pass_card,daily_pass,2026-08-29T19:48:02Z,True
TKT_20260829_10077_0076,10077,1324,35837,21739,Nagawara Junction,Bellahalli Cross,19,34,7.077,18.0,1,18.0,cash,none,2026-08-29T19:47:05Z,True
TKT_20260829_10077_0077,10077,1324,35837,22645_PF3,Nagawara Junction,Yelahanka Santhe Circle - Platform 3,19,42,11.528,20.0,1,20.0,cash,none,2026-08-29T19:48:14Z,True
