segment_id,route_id,trip_id,date,from_stop,to_stop,stop_sequence,distance_km,boardings,alightings,passenger_load,segment_revenue_inr,synthetic_flag
1324_10069_41_22645_PF3_22645_PF3,1324,10069,2026-08-29,22645_PF3,22645_PF3,41,0.0,0,13,0,16.06,True
999_1007_1_21172_PF10_20857,999,1007,2026-08-29,21172_PF10,20857,1,0.601,5,0,5,1.88,True
999_1007_2_20857_21520,999,1007,2026-08-29,20857,21520,2,0.787,6,0,11,10.33,True
999_1007_3_21520_21574,999,1007,2026-08-29,21520,21574,3,0.502,3,0,14,14.36,True
999_1007_4_21574_21193,999,1007,2026-08-29,21574,21193,4,0.419,4,0,18,18.16,True
999_1007_5_21193_23674,999,1007,2026-08-29,21193,23674,5,0.796,5,1,22,21.61,True
999_1007_6_23674_20927,999,1007,2026-08-29,23674,20927,6,0.776,2,0,24,24.5,True
999_1007_7_20927_21166_PF1,999,1007,2026-08-29,20927,21166_PF1,7,0.356,4,0,28,29.58,True
999_1007_8_21166_PF1_23825,999,1007,2026-08-29,21166_PF1,23825,8,0.365,4,1,31,32.66,True
999_1007_9_23825_21565,999,1007,2026-08-29,23825,21565,9,0.4,7,3,35,37.29,True
999_1007_10_21565_21603,999,1007,2026-08-29,21565,21603,10,0.383,3,1,37,39.26,True
999_1007_11_21603_21458,999,1007,2026-08-29,21603,21458,11,0.504,4,0,41,44.38,True
999_1007_12_21458_21593,999,1007,2026-08-29,21458,21593,12,0.493,3,2,42,45.53,True
999_1007_13_21593_21447,999,1007,2026-08-29,21593,21447,13,0.605,4,1,45,49.96,True
999_1007_14_21447_21544_PF1,999,1007,2026-08-29,21447,21544_PF1,14,0.561,4,1,48,52.48,True
999_1007_15_21544_PF1_21543,999,1007,2026-08-29,21544_PF1,21543,15,0.634,3,3,48,53.14,True
999_1007_16_21543_21445,999,1007,2026-08-29,21543,21445,16,0.199,0,7,41,42.92,True
999_1007_17_21445_21449,999,1007,2026-08-29,21445,21449,17,0.356,4,0,45,45.95,True
999_1007_18_21449_21148,999,1007,2026-08-29,21449,21148,18,0.38,3,2,46,48.02,True
999_1007_19_21148_20623_PF5,999,1007,2026-08-29,21148,20623_PF5,19,0.637,3,2,47,50.66,True
999_1007_20_20623_PF5_21713,999,1007,2026-08-29,20623_PF5,21713,20,0.378,2,4,45,47.65,True
999_1007_21_21713_22295,999,1007,2026-08-29,21713,22295,21,0.345,1,6,40,39.4,True
999_1007_22_22295_35150,999,1007,2026-08-29,22295,35150,22,0.265,2,5,37,37.13,True
999_1007_23_35150_22631,999,1007,2026-08-29,35150,22631,23,0.366,1,6,32,31.09,True
999_1007_24_22631_20897,999,1007,2026-08-29,22631,20897,24,0.384,1,5,28,29.76,True
999_1007_25_20897_21874,999,1007,2026-08-29,20897,21874,25,0.5,1,5,24,26.18,True
999_1007_26_21874_22213,999,1007,2026-08-29,21874,22213,26,0.555,1,8,17,20.44,True
999_1007_27_22213_22211,999,1007,2026-08-29,22213,22211,27,0.269,3,10,10,19.7,True
1324_10070_1_21172_22068,1324,10070,2026-08-29,21172,22068,1,0.638,4,0,4,6.1,True
1324_10070_2_22068_21869,1324,10070,2026-08-29,22068,21869,2,0.53,6,0,10,16.03,True
1324_10070_3_21869_22585,1324,10070,2026-08-29,21869,22585,3,0.552,3,0,13,19.08,True
1324_10070_4_22585_21704,1324,10070,2026-08-29,22585,21704,4,0.914,9,1,21,32.43,True
1324_10070_5_21704_21859,1324,10070,2026-08-29,21704,21859,5,0.552,5,2,24,32.63,True
1324_10070_6_21859_21912,1324,10070,2026-08-29,21859,21912,6,0.968,5,0,29,38.29,True
1324_10070_7_21912_21801,1324,10070,2026-08-29,21912,21801,7,0.396,6,0,35,44.8,True
1324_10070_8_21801_22378,1324,10070,2026-08-29,21801,22378,8,0.267,6,0,41,48.86,True
1324_10070_9_22378_22318,1324,10070,2026-08-29,22378,22318,9,0.3,2,4,39,43.8,True
1324_10070_10_22318_22401,1324,10070,2026-08-29,22318,22401,10,0.297,3,4,38,40.45,True
1324_10070_11_22401_22596,1324,10070,2026-08-29,22401,22596,11,0.311,4,0,42,44.79,True
1324_10070_12_22596_22135,1324,10070,2026-08-29,22596,22135,12,0.588,3,2,43,46.15,True
1324_10070_13_22135_22172,1324,10070,2026-08-29,22135,22172,13,0.614,3,2,44,47.19,True
1324_10070_14_22172_21656,1324,10070,2026-08-29,22172,21656,14,0.492,3,1,46,48.79,True
1324_10070_15_21656_21976,1324,10070,2026-08-29,21656,21976,15,0.277,2,2,46,46.69,True
1324_10070_16_21976_21966,1324,10070,2026-08-29,21976,21966,16,0.205,2,5,43,42.59,True
1324_10070_17_21966_22326,1324,10070,2026-08-29,21966,22326,17,0.349,2,4,41,41.18,True
1324_10070_18_22326_35837,1324,10070,2026-08-29,22326,35837,18,0.313,1,7,35,34.98,True
1324_10070_19_35837_22383,1324,10070,2026-08-29,35837,22383,19,0.227,4,2,37,37.52,True
1324_10070_20_22383_22600,1324,10070,2026-08-29,22383,22600,20,0.504,2,7,32,32.91,True
1324_10070_21_22600_22461,1324,10070,2026-08-29,22600,22461,21,0.236,1,5,28,27.03,True
1324_10070_22_22461_21667,1324,10070,2026-08-29,22461,21667,22,0.654,6,1,33,33.76,True
1324_10070_23_21667_22540,1324,10070,2026-08-29,21667,22540,23,0.414,4,1,36,37.27,True
1324_10070_24_22540_21777,1324,10070,2026-08-29,22540,21777,24,0.61,6,5,37,35.77,True
1324_10070_25_21777_22125,1324,10070,2026-08-29,21777,22125,25,0.738,7,4,40,40.76,True
1324_10070_26_22125_22429,1324,10070,2026-08-29,22125,22429,26,0.372,3,0,43,46.29,True
1324_10070_27_22429_22187,1324,10070,2026-08-29,22429,22187,27,0.262,4,1,46,50.75,True
1324_10070_28_22187_22366,1324,10070,2026-08-29,22187,22366,28,0.675,1,6,41,46.74,True
1324_10070_29_22366_21847,1324,10070,2026-08-29,22366,21847,29,0.53,3,7,37,39.48,True
1324_10070_30_21847_22556,1324,10070,2026-08-29,21847,22556,30,0.429,2,2,37,39.17,True
1324_10070_31_22556_27778,1324,10070,2026-08-29,22556,27778,31,0.814,3,3,37,43.74,True
1324_10070_32_27778_38787,1324,10070,2026-08-29,27778,38787,32,0.159,1,5,33,39.75,True
1324_10070_33_38787_21739,1324,10070,2026-08-29,38787,21739,33,0.453,4,1,36,47.37,True
1324_10070_34_21739_22088,1324,10070,2026-08-29,21739,22088,34,0.636,1,6,31,44.77,True
1324_10070_35_22088_22514,1324,10070,2026-08-29,22088,22514,35,0.618,3,5,29,39.16,True
1324_10070_36_22514_22182,1324,10070,2026-08-29,22514,22182,36,0.794,5,3,31,46.86,True
1324_10070_37_22182_22458,1324,10070,2026-08-29,22182,22458,37,0.626,2,4,29,45.33,True
1324_10070_38_22458_22267,1324,10070,2026-08-29,22458,22267,38,0.456,0,5,24,36.48,True
1324_10070_39_22267_22185,1324,10070,2026-08-29,22267,22185,39,0.576,0,6,18,27.82,True
1324_10070_40_22185_22645_PF3,1324,10070,2026-08-29,22185,22645_PF3,40,0.745,1,9,10,15.29,True
1324_10070_41_22645_PF3_22645_PF3,1324,10070,2026-08-29,22645_PF3,22645_PF3,41,0.0,0,10,0,6.17,True
1324_10071_1_21172_22068,1324,10071,2026-08-29,21172,22068,1,0.638,4,0,4,6.54,True
1324_10071_2_22068_21869,1324,10071,2026-08-29,22068,21869,2,0.53,5,0,9,15.19,True
1324_10071_3_21869_22585,1324,10071,2026-08-29,21869,22585,3,0.552,6,1,14,15.7,True
1324_10071_4_22585_21704,1324,10071,2026-08-29,22585,21704,4,0.914,7,0,21,22.87,True
1324_10071_5_21704_21859,1324,10071,2026-08-29,21704,21859,5,0.552,3,0,24,24.12,True
1324_10071_6_21859_21912,1324,10071,2026-08-29,21859,21912,6,0.968,5,1,28,27.48,True
1324_10071_7_21912_21801,1324,10071,2026-08-29,21912,21801,7,0.396,7,0,35,34.75,True
1324_10071_8_21801_22378,1324,10071,2026-08-29,21801,22378,8,0.267,1,1,35,32.61,True
1324_10071_9_22378_22318,1324,10071,2026-08-29,22378,22318,9,0.3,6,1,40,37.36,True
1324_10071_10_22318_22401,1324,10071,2026-08-29,22318,22401,10,0.297,7,1,46,47.97,True
1324_10071_11_22401_22596,1324,10071,2026-08-29,22401,22596,11,0.311,6,2,50,47.03,True
1324_10071_12_22596_22135,1324,10071,2026-08-29,22596,22135,12,0.588,7,3,54,50.69,True
1324_10071_13_22135_22172,1324,10071,2026-08-29,22135,22172,13,0.614,5,3,56,53.62,True
1324_10071_14_22172_21656,1324,10071,2026-08-29,22172,21656,14,0.492,4,3,57,51.4,True
1324_10071_15_21656_21976,1324,10071,2026-08-29,21656,21976,15,0.277,3,2,58,51.35,True
1324_10071_16_21976_21966,1324,10071,2026-08-29,21976,21966,16,0.205,1,3,56,48.81,True
1324_10071_17_21966_22326,1324,10071,2026-08-29,21966,22326,17,0.349,0,5,51,42.88,True
1324_10071_18_22326_35837,1324,10071,2026-08-29,22326,35837,18,0.313,4,4,51,46.01,True
1324_10071_19_35837_22383,1324,10071,2026-08-29,35837,22383,19,0.227,2,1,52,44.34,True
1324_10071_20_22383_22600,1324,10071,2026-08-29,22383,22600,20,0.504,3,2,53,47.21,True
1324_10071_21_22600_22461,1324,10071,2026-08-29,22600,22461,21,0.236,5,3,55,49.61,True
1324_10071_22_22461_21667,1324,10071,2026-08-29,22461,21667,22,0.654,1,6,50,45.64,True
1324_10071_23_21667_22540,1324,10071,2026-08-29,21667,22540,23,0.414,2,3,49,44.74,True
1324_10071_24_22540_21777,1324,10071,2026-08-29,22540,21777,24,0.61,4,6,47,43.37,True
1324_10071_25_21777_22125,1324,10071,2026-08-29,21777,22125,25,0.738,0,5,42,40.3,True
1324_10071_26_22125_22429,1324,10071,2026-08-29,22125,22429,26,0.372,3,4,41,37.74,True
1324_10071_27_22429_22187,1324,10071,2026-08-29,22429,22187,27,0.262,1,3,39,37.38,True
1324_10071_28_22187_22366,1324,10071,2026-08-29,22187,22366,28,0.675,5,2,42,44.25,True
1324_10071_29_22366_21847,1324,10071,2026-08-29,22366,21847,29,0.53,4,5,41,42.3,True
1324_10071_30_21847_22556,1324,10071,2026-08-29,21847,22556,30,0.429,3,4,40,43.91,True
1324_10071_31_22556_27778,1324,10071,2026-08-29,22556,27778,31,0.814,2,7,35,39.65,True
1324_10071_32_27778_38787,1324,10071,2026-08-29,27778,38787,32,0.159,4,5,34,40.09,True
1324_10071_33_38787_21739,1324,10071,2026-08-29,38787,21739,33,0.453,1,3,32,37.05,True
1324_10071_34_21739_22088,1324,10071,2026-08-29,21739,22088,34,0.636,3,3,32,39.06,True
1324_10071_35_22088_22514,1324,10071,2026-08-29,22088,22514,35,0.618,1,2,31,37.99,True
1324_10071_36_22514_22182,1324,10071,2026-08-29,22514,22182,36,0.794,1,1,31,37.99,True
1324_10071_37_22182_22458,1324,10071,2026-08-29,22182,22458,37,0.626,2,5,28,34.51,True
1324_10071_38_22458_22267,1324,10071,2026-08-29,22458,22267,38,0.456,2,2,28,35.5,True
1324_10071_39_22267_22185,1324,10071,2026-08-29,22267,22185,39,0.576,2,8,22,27.44,True
1324_10071_40_22185_22645_PF3,1324,10071,2026-08-29,22185,22645_PF3,40,0.745,6,8,20,30.95,True
1324_10071_41_22645_PF3_22645_PF3,1324,10071,2026-08-29,22645_PF3,22645_PF3,41,0.0,0,20,0,21.63,True
1324_10072_1_21172_22068,1324,10072,2026-08-29,21172,22068,1,0.638,8,0,8,9.64,True
1324_10072_2_22068_21869,1324,10072,2026-08-29,22068,21869,2,0.53,9,0,17,23.0,True
1324_10072_3_21869_22585,1324,10072,2026-08-29,21869,22585,3,0.552,9,0,26,39.43,True
1324_10072_4_22585_21704,1324,10072,2026-08-29,22585,21704,4,0.914,4,1,29,42.05,True
1324_10072_5_21704_21859,1324,10072,2026-08-29,21704,21859,5,0.552,4,2,31,43.37,True
1324_10072_6_21859_21912,1324,10072,2026-08-29,21859,21912,6,0.968,4,2,33,37.91,True
1324_10072_7_21912_21801,1324,10072,2026-08-29,21912,21801,7,0.396,2,0,35,40.34,True
1324_10072_8_21801_22378,1324,10072,2026-08-29,21801,22378,8,0.267,4,0,39,43.96,True
1324_10072_9_22378_22318,1324,10072,2026-08-29,22378,22318,9,0.3,2,4,37,38.15,True
1324_10072_10_22318_22401,1324,10072,2026-08-29,22318,22401,10,0.297,1,0,38,38.15,True
1324_10072_11_22401_22596,1324,10072,2026-08-29,22401,22596,11,0.311,6,2,42,41.65,True
1324_10072_12_22596_22135,1324,10072,2026-08-29,22596,22135,12,0.588,6,4,44,41.58,True
1324_10072_13_22135_22172,1324,10072,2026-08-29,22135,22172,13,0.614,7,1,50,48.08,True
1324_10072_14_22172_21656,1324,10072,2026-08-29,22172,21656,14,0.492,3,3,50,46.22,True
1324_10072_15_21656_21976,1324,10072,2026-08-29,21656,21976,15,0.277,6,3,53,48.89,True
1324_10072_16_21976_21966,1324,10072,2026-08-29,21976,21966,16,0.205,3,2,54,49.25,True
1324_10072_17_21966_22326,1324,10072,2026-08-29,21966,22326,17,0.349,1,4,51,45.5,True
1324_10072_18_22326_35837,1324,10072,2026-08-29,22326,35837,18,0.313,3,4,50,46.19,True
1324_10072_19_35837_22383,1324,10072,2026-08-29,35837,22383,19,0.227,3,5,48,44.09,True
1324_10072_20_22383_22600,1324,10072,2026-08-29,22383,22600,20,0.504,3,6,45,43.15,True
1324_10072_21_22600_22461,1324,10072,2026-08-29,22600,22461,21,0.236,4,6,43,41.24,True
1324_10072_22_22461_21667,1324,10072,2026-08-29,22461,21667,22,0.654,2,6,39,37.08,True
1324_10072_23_21667_22540,1324,10072,2026-08-29,21667,22540,23,0.414,5,2,42,39.24,True
1324_10072_24_22540_21777,1324,10072,2026-08-29,22540,21777,24,0.61,1,2,41,38.41,True
1324_10072_25_21777_22125,1324,10072,2026-08-29,21777,22125,25,0.738,4,4,41,41.85,True
1324_10072_26_22125_22429,1324,10072,2026-08-29,22125,22429,26,0.372,5,2,44,45.21,True
1324_10072_27_22429_22187,1324,10072,2026-08-29,22429,22187,27,0.262,2,5,41,42.92,True
1324_10072_28_22187_22366,1324,10072,2026-08-29,22187,22366,28,0.675,4,5,40,45.63,True
1324_10072_29_22366_21847,1324,10072,2026-08-29,22366,21847,29,0.53,3,1,42,47.68,True
1324_10072_30_21847_22556,1324,10072,2026-08-29,21847,22556,30,0.429,0,2,40,44.35,True
1324_10072_31_22556_27778,1324,10072,2026-08-29,22556,27778,31,0.814,2,2,40,44.89,True
1324_10072_32_27778_38787,1324,10072,2026-08-29,27778,38787,32,0.159,2,7,35,39.31,True
1324_10072_33_38787_21739,1324,10072,2026-08-29,38787,21739,33,0.453,0,7,28,33.11,True
1324_10072_34_21739_22088,1324,10072,2026-08-29,21739,22088,34,0.636,2,2,28,34.64,True
1324_10072_35_22088_22514,1324,10072,2026-08-29,22088,22514,35,0.618,0,3,25,31.19,True
1324_10072_36_22514_22182,1324,10072,2026-08-29,22514,22182,36,0.794,1,5,21,25.31,True
1324_10072_37_22182_22458,1324,10072,2026-08-29,22182,22458,37,0.626,6,7,20,30.43,True
1324_10072_38_22458_22267,1324,10072,2026-08-29,22458,22267,38,0.456,3,4,19,27.22,True
1324_10072_39_22267_22185,1324,10072,2026-08-29,22267,22185,39,0.576,1,3,17,24.1,True
1324_10072_40_22185_22645_PF3,1324,10072,2026-08-29,22185,22645_PF3,40,0.745,1,6,12,18.61,True
1324_10072_41_22645_PF3_22645_PF3,1324,10072,2026-08-29,22645_PF3,22645_PF3,41,0.0,0,12,0,11.95,True
1324_10073_1_21172_22068,1324,10073,2026-08-29,21172,22068,1,0.638,8,0,8,8.34,True
1324_10073_2_22068_21869,1324,10073,2026-08-29,22068,21869,2,0.53,8,0,16,16.94,True
1324_10073_3_21869_22585,1324,10073,2026-08-29,21869,22585,3,0.552,6,0,22,23.3,True
1324_10073_4_22585_21704,1324,10073,2026-08-29,22585,21704,4,0.914,10,1,31,35.41,True
1324_10073_5_21704_21859,1324,10073,2026-08-29,21704,21859,5,0.552,2,0,33,37.53,True
1324_10073_6_21859_21912,1324,10073,2026-08-29,21859,21912,6,0.968,0,0,33,37.53,True
1324_10073_7_21912_21801,1324,10073,2026-08-29,21912,21801,7,0.396,3,0,36,40.52,True
1324_10073_8_21801_22378,1324,10073,2026-08-29,21801,22378,8,0.267,3,0,39,43.74,True
1324_10073_9_22378_22318,1324,10073,2026-08-29,22378,22318,9,0.3,5,0,44,48.9,True
1324_10073_10_22318_22401,1324,10073,2026-08-29,22318,22401,10,0.297,3,3,44,46.92,True
1324_10073_11_22401_22596,1324,10073,2026-08-29,22401,22596,11,0.311,5,0,49,54.02,True
1324_10073_12_22596_22135,1324,10073,2026-08-29,22596,22135,12,0.588,8,3,54,57.48,True
1324_10073_13_22135_22172,1324,10073,2026-08-29,22135,22172,13,0.614,5,2,57,60.86,True
1324_10073_14_22172_21656,1324,10073,2026-08-29,22172,21656,14,0.492,3,6,54,57.17,True
1324_10073_15_21656_21976,1324,10073,2026-08-29,21656,21976,15,0.277,8,3,59,60.52,True
1324_10073_16_21976_21966,1324,10073,2026-08-29,21976,21966,16,0.205,5,3,61,64.45,True
1324_10073_17_21966_22326,1324,10073,2026-08-29,21966,22326,17,0.349,5,3,63,65.65,True
1324_10073_18_22326_35837,1324,10073,2026-08-29,22326,35837,18,0.313,2,5,60,62.18,True
1324_10073_19_35837_22383,1324,10073,2026-08-29,35837,22383,19,0.227,4,6,58,59.89,True
1324_10073_20_22383_22600,1324,10073,2026-08-29,22383,22600,20,0.504,1,4,55,58.3,True
1324_10073_21_22600_22461,1324,10073,2026-08-29,22600,22461,21,0.236,2,7,50,51.86,True
1324_10073_22_22461_21667,1324,10073,2026-08-29,22461,21667,22,0.654,0,3,47,48.75,True
1324_10073_23_21667_22540,1324,10073,2026-08-29,21667,22540,23,0.414,4,2,49,51.56,True
1324_10073_24_22540_21777,1324,10073,2026-08-29,22540,21777,24,0.61,0,8,41,41.7,True
1324_10073_25_21777_22125,1324,10073,2026-08-29,21777,22125,25,0.738,3,1,43,43.89,True
1324_10073_26_22125_22429,1324,10073,2026-08-29,22125,22429,26,0.372,4,5,42,43.57,True
1324_10073_27_22429_22187,1324,10073,2026-08-29,22429,22187,27,0.262,2,4,40,41.2,True
1324_10073_28_22187_22366,1324,10073,2026-08-29,22187,22366,28,0.675,2,2,40,41.03,True
1324_10073_29_22366_21847,1324,10073,2026-08-29,22366,21847,29,0.53,5,3,42,43.09,True
1324_10073_30_21847_22556,1324,10073,2026-08-29,21847,22556,30,0.429,4,2,44,48.11,True
1324_10073_31_22556_27778,1324,10073,2026-08-29,22556,27778,31,0.814,4,4,44,50.35,True
1324_10073_32_27778_38787,1324,10073,2026-08-29,27778,38787,32,0.159,3,5,42,50.37,True
1324_10073_33_38787_21739,1324,10073,2026-08-29,38787,21739,33,0.453,1,5,38,48.21,True
1324_10073_34_21739_22088,1324,10073,2026-08-29,21739,22088,34,0.636,0,4,34,43.72,True
1324_10073_35_22088_22514,1324,10073,2026-08-29,22088,22514,35,0.618,2,6,30,36.32,True
1324_10073_36_22514_22182,1324,10073,2026-08-29,22514,22182,36,0.794,4,4,30,39.18,True
1324_10073_37_22182_22458,1324,10073,2026-08-29,22182,22458,37,0.626,0,6,24,31.58,True
1324_10073_38_22458_22267,1324,10073,2026-08-29,22458,22267,38,0.456,1,9,16,16.33,True
1324_10073_39_22267_22185,1324,10073,2026-08-29,22267,22185,39,0.576,3,2,17,22.33,True
1324_10073_40_22185_22645_PF3,1324,10073,2026-08-29,22185,22645_PF3,40,0.745,1,3,15,16.83,True
1324_10073_41_22645_PF3_22645_PF3,1324,10073,2026-08-29,22645_PF3,22645_PF3,41,0.0,0,15,0,6.33,True
1324_10074_1_21172_22068,1324,10074,2026-08-29,21172,22068,1,0.638,8,0,8,9.64,True
1324_10074_2_22068_21869,1324,10074,2026-08-29,22068,21869,2,0.53,5,0,13,15.36,True
1324_10074_3_21869_22585,1324,10074,2026-08-29,21869,22585,3,0.552,4,1,16,19.39,True
1324_10074_4_22585_21704,1324,10074,2026-08-29,22585,21704,4,0.914,5,0,21,27.77,True
1324_10074_5_21704_21859,1324,10074,2026-08-29,21704,21859,5,0.552,4,0,25,33.99,True
1324_10074_6_21859_21912,1324,10074,2026-08-29,21859,21912,6,0.968,5,0,30,40.47,True
1324_10074_7_21912_21801,1324,10074,2026-08-29,21912,21801,7,0.396,5,2,33,41.18,True
1324_10074_8_21801_22378,1324,10074,2026-08-29,21801,22378,8,0.267,4,1,36,41.72,True
1324_10074_9_22378_22318,1324,10074,2026-08-29,22378,22318,9,0.3,5,2,39,44.13,True
1324_10074_10_22318_22401,1324,10074,2026-08-29,22318,22401,10,0.297,1,3,37,41.32,True
1324_10074_11_22401_22596,1324,10074,2026-08-29,22401,22596,11,0.311,5,2,40,46.45,True
1324_10074_12_22596_22135,1324,10074,2026-08-29,22596,22135,12,0.588,8,5,43,43.76,True
1324_10074_13_22135_22172,1324,10074,2026-08-29,22135,22172,13,0.614,4,2,45,44.74,True
1324_10074_14_22172_21656,1324,10074,2026-08-29,22172,21656,14,0.492,5,4,46,47.16,True
1324_10074_15_21656_21976,1324,10074,2026-08-29,21656,21976,15,0.277,4,3,47,47.14,True
1324_10074_16_21976_21966,1324,10074,2026-08-29,21976,21966,16,0.205,4,3,48,47.7,True
1324_10074_17_21966_22326,1324,10074,2026-08-29,21966,22326,17,0.349,2,3,47,44.95,True
1324_10074_18_22326_35837,1324,10074,2026-08-29,22326,35837,18,0.313,7,1,53,51.41,True
1324_10074_19_35837_22383,1324,10074,2026-08-29,35837,22383,19,0.227,2,4,51,50.01,True
1324_10074_20_22383_22600,1324,10074,2026-08-29,22383,22600,20,0.504,1,2,50,49.05,True
1324_10074_21_22600_22461,1324,10074,2026-08-29,22600,22461,21,0.236,1,9,42,41.78,True
1324_10074_22_22461_21667,1324,10074,2026-08-29,22461,21667,22,0.654,3,7,38,39.97,True
1324_10074_23_21667_22540,1324,10074,2026-08-29,21667,22540,23,0.414,3,1,40,42.51,True
1324_10074_24_22540_21777,1324,10074,2026-08-29,22540,21777,24,0.61,3,3,40,43.14,True
1324_10074_25_21777_22125,1324,10074,2026-08-29,21777,22125,25,0.738,1,2,39,42.19,True
1324_10074_26_22125_22429,1324,10074,2026-08-29,22125,22429,26,0.372,3,5,37,41.69,True
1324_10074_27_22429_22187,1324,10074,2026-08-29,22429,22187,27,0.262,1,1,37,42.13,True
1324_10074_28_22187_22366,1324,10074,2026-08-29,22187,22366,28,0.675,4,2,39,42.57,True
1324_10074_29_22366_21847,1324,10074,2026-08-29,22366,21847,29,0.53,2,3,38,43.01,True
1324_10074_30_21847_22556,1324,10074,2026-08-29,21847,22556,30,0.429,2,1,39,45.51,True
1324_10074_31_22556_27778,1324,10074,2026-08-29,22556,27778,31,0.814,2,7,34,37.18,True
1324_10074_32_27778_38787,1324,10074,2026-08-29,27778,38787,32,0.159,2,2,34,36.8,True
1324_10074_33_38787_21739,1324,10074,2026-08-29,38787,21739,33,0.453,3,3,34,39.69,True
1324_10074_34_21739_22088,1324,10074,2026-08-29,21739,22088,34,0.636,7,3,38,49.32,True
1324_10074_35_22088_22514,1324,10074,2026-08-29,22088,22514,35,0.618,1,7,32,44.64,True
1324_10074_36_22514_22182,1324,10074,2026-08-29,22514,22182,36,0.794,1,4,29,39.78,True
1324_10074_37_22182_22458,1324,10074,2026-08-29,22182,22458,37,0.626,1,8,22,26.67,True
1324_10074_38_22458_22267,1324,10074,2026-08-29,22458,22267,38,0.456,2,5,19,20.26,True
1324_10074_39_22267_22185,1324,10074,2026-08-29,22267,22185,39,0.576,1,4,16,20.09,True
1324_10074_40_22185_22645_PF3,1324,10074,2026-08-29,22185,22645_PF3,40,0.745,1,6,11,13.12,True
1324_10074_41_22645_PF3_22645_PF3,1324,10074,2026-08-29,22645_PF3,22645_PF3,41,0.0,0,11,0,5.61,True
1324_10075_1_21172_22068,1324,10075,2026-08-29,21172,22068,1,0.638,7,0,7,7.8,True
1324_10075_2_22068_21869,1324,10075,2026-08-29,22068,21869,2,0.53,4,0,11,14.95,True
1324_10075_3_21869_22585,1324,10075,2026-08-29,21869,22585,3,0.552,2,0,13,16.9,True
1324_10075_4_22585_21704,1324,10075,2026-08-29,22585,21704,4,0.914,8,1,20,22.21,True
1324_10075_5_21704_21859,1324,10075,2026-08-29,21704,21859,5,0.552,2,0,22,25.03,True
1324_10075_6_21859_21912,1324,10075,2026-08-29,21859,21912,6,0.968,6,1,27,30.3,True
1324_10075_7_21912_21801,1324,10075,2026-08-29,21912,21801,7,0.396,4,0,31,34.35,True
1324_10075_8_21801_22378,1324,10075,2026-08-29,21801,22378,8,0.267,1,2,30,33.46,True
1324_10075_9_22378_22318,1324,10075,2026-08-29,22378,22318,9,0.3,3,0,33,37.29,True
1324_10075_10_22318_22401,1324,10075,2026-08-29,22318,22401,10,0.297,2,3,32,34.64,True
1324_10075_11_22401_22596,1324,10075,2026-08-29,22401,22596,11,0.311,3,5,30,29.93,True
1324_10075_12_22596_22135,1324,10075,2026-08-29,22596,22135,12,0.588,5,5,30,28.65,True
1324_10075_13_22135_22172,1324,10075,2026-08-29,22135,22172,13,0.614,5,1,34,35.3,True
1324_10075_14_22172_21656,1324,10075,2026-08-29,22172,21656,14,0.492,4,0,38,39.48,True
1324_10075_15_21656_21976,1324,10075,2026-08-29,21656,21976,15,0.277,6,2,42,42.75,True
1324_10075_16_21976_21966,1324,10075,2026-08-29,21976,21966,16,0.205,5,2,45,44.12,True
1324_10075_17_21966_22326,1324,10075,2026-08-29,21966,22326,17,0.349,5,2,48,47.04,True
1324_10075_18_22326_35837,1324,10075,2026-08-29,22326,35837,18,0.313,4,3,49,47.97,True
1324_10075_19_35837_22383,1324,10075,2026-08-29,35837,22383,19,0.227,5,2,52,51.21,True
1324_10075_20_22383_22600,1324,10075,2026-08-29,22383,22600,20,0.504,2,2,52,50.64,True
1324_10075_21_22600_22461,1324,10075,2026-08-29,22600,22461,21,0.236,2,5,49,47.91,True
1324_10075_22_22461_21667,1324,10075,2026-08-29,22461,21667,22,0.654,3,4,48,49.0,True
1324_10075_23_21667_22540,1324,10075,2026-08-29,21667,22540,23,0.414,5,1,52,54.53,True
1324_10075_24_22540_21777,1324,10075,2026-08-29,22540,21777,24,0.61,3,3,52,55.33,True
1324_10075_25_21777_22125,1324,10075,2026-08-29,21777,22125,25,0.738,7,2,57,63.43,True
1324_10075_26_22125_22429,1324,10075,2026-08-29,22125,22429,26,0.372,0,4,53,58.75,True
1324_10075_27_22429_22187,1324,10075,2026-08-29,22429,22187,27,0.262,3,2,54,60.27,True
1324_10075_28_22187_22366,1324,10075,2026-08-29,22187,22366,28,0.675,1,2,53,59.89,True
1324_10075_29_22366_21847,1324,10075,2026-08-29,22366,21847,29,0.53,5,6,52,60.5,True
1324_10075_30_21847_22556,1324,10075,2026-08-29,21847,22556,30,0.429,3,5,50,57.16,True
1324_10075_31_22556_27778,1324,10075,2026-08-29,22556,27778,31,0.814,3,5,48,54.22,True
1324_10075_32_27778_38787,1324,10075,2026-08-29,27778,38787,32,0.159,3,4,47,53.93,True
1324_10075_33_38787_21739,1324,10075,2026-08-29,38787,21739,33,0.453,0,6,41,47.06,True
1324_10075_34_21739_22088,1324,10075,2026-08-29,21739,22088,34,0.636,4,7,38,47.84,True
1324_10075_35_22088_22514,1324,10075,2026-08-29,22088,22514,35,0.618,4,3,39,49.13,True
1324_10075_36_22514_22182,1324,10075,2026-08-29,22514,22182,36,0.794,2,7,34,44.45,True
1324_10075_37_22182_22458,1324,10075,2026-08-29,22182,22458,37,0.626,1,6,29,38.15,True
